Date Time,Full Message,Template 1,Word 1,Conjunction,Template 2,Word 2,Gesture,Location,Umbrella Location,Appraisals
19/11/2022 20:21,head ahead,[' ahead'],head,,,,,Stormveil Castle,Limgrave,9
19/11/2022 20:21,weak foe ahead,[' ahead'],weak foe,,,,,Stormveil Castle,Limgrave,2
19/11/2022 20:21,no jumping ahead,"['no ', ' ahead']",jumping,,,,,Stormveil Castle,Limgrave,2
19/11/2022 20:21,still no jumping...,"['still no ', '...']",jumping,,,,Nod In Thought,Stormveil Castle,Limgrave,1
19/11/2022 20:25,could this be a mushroom?,"['could this be a ', '?']",mushroom,,,,,Stormveil Castle,Limgrave,21
19/11/2022 20:25,be wary of right,['be wary of '],right,,,,,Stormveil Castle,Limgrave,8
19/11/2022 20:25,"fort, night",,fort,",",,night,,Stormveil Castle,Limgrave,5
19/11/2022 20:25,praise the grace!,['praise the '],grace,,,,Point Forwards,Stormveil Castle,Limgrave,5
19/11/2022 20:25,"ahh, dead end...","['ahh, ', '...']",dead end,,,,,Stormveil Castle,Limgrave,3
19/11/2022 20:25,shortcut ahead,[' ahead'],shortcut,,,,,Stormveil Castle,Limgrave,3
19/11/2022 20:25,mushroom!,['!'],mushroom,,,,Point Forwards,Stormveil Castle,Limgrave,2
19/11/2022 20:25,still no something incredible...,"['still no ', '...']",something incredible,,,,,Stormveil Castle,Limgrave,1
19/11/2022 20:25,necessary item ahead,[' ahead'],necessary item,,,,,Stormveil Castle,Limgrave,0
19/11/2022 20:28,jumping ahead,[' ahead'],jumping,,,,,Stormveil Castle,Limgrave,34
19/11/2022 20:28,time for jumping,['time for '],jumping,,,,,Stormveil Castle,Limgrave,18
19/11/2022 20:28,"ahh, sleep...","['ahh, ', '...']",sleep,,,,,Stormveil Castle,Limgrave,10
19/11/2022 20:28,didn't expect fire...,"[""didn't expect "", '...']",fire,,,,,Stormveil Castle,Limgrave,9
19/11/2022 20:28,"help me..., up",,help me...,",",,up,,Stormveil Castle,Limgrave,8
19/11/2022 20:28,bird ahead,[' ahead'],bird,,,,,Stormveil Castle,Limgrave,2
19/11/2022 20:28,item ahead,[' ahead'],item,,,,,Stormveil Castle,Limgrave,2
19/11/2022 20:28,enemy ahead,[' ahead'],enemy,,,,,Stormveil Castle,Limgrave,1
19/11/2022 20:28,could this be a item?,"['could this be a ', '?']",item,,,,,Stormveil Castle,Limgrave,1
19/11/2022 20:31,why is it always liar?,"['why is it always', '?']",liar,,,,,Stormveil Castle,Limgrave,36
19/11/2022 20:31,time for grass,['time for '],grass,,,,Dozing Cross-Legged,Stormveil Castle,Limgrave,28
19/11/2022 20:31,talisman ahead,[' ahead'],talisman,,,,,Stormveil Castle,Limgrave,20
19/11/2022 20:31,let there be precious item,['let there be '],precious item,,,,,Stormveil Castle,Limgrave,10
19/11/2022 20:31,no item ahead,"['no ', ' ahead']",item,,,,,Stormveil Castle,Limgrave,6
19/11/2022 20:31,still no precious item...,"['still no ', '...']",precious item,,,,,Stormveil Castle,Limgrave,1
19/11/2022 20:31,here!!,['!'],here!,,,,,Stormveil Castle,Limgrave,0
19/11/2022 20:38,no opportunity ahead therefore sadness...,"['no ', ' ahead']",opportunity, therefore ,['...'],sadness,Warm Welcome,Stormveil Castle,Limgrave,71
19/11/2022 20:38,praise the ladder!,['praise the '],ladder,,,,Point Upwards,Stormveil Castle,Limgrave,30
19/11/2022 20:38,likely sniping spot,['likely '],sniping spot,,,,,Stormveil Castle,Limgrave,7
19/11/2022 20:38,seek jumping,['seek '],jumping,,,,,Stormveil Castle,Limgrave,5
19/11/2022 20:38,secret passage ahead,[' ahead'],secret passage,,,,,Stormveil Castle,Limgrave,5
19/11/2022 20:38,no precious item ahead,"['no ', ' ahead']",precious item,,,,,Stormveil Castle,Limgrave,5
19/11/2022 20:38,be wary of right,['be wary of '],right,,,,,Stormveil Castle,Limgrave,5
19/11/2022 20:38,plump sort!,['!'],plump sort,,,,,Stormveil Castle,Limgrave,1
19/11/2022 20:38,i did it!,,i did it!,,,,,Stormveil Castle,Limgrave,1
19/11/2022 20:55,no precious item ahead all the more be wary of suffering,"['no ', ' ahead']",precious item, all the more ,['be wary of '],suffering,Dejection,Stormveil Castle,Limgrave,17
19/11/2022 20:55,here!!,['!'],here!,,,,,Stormveil Castle,Limgrave,14
19/11/2022 20:55,lever ahead,[' ahead'],lever,,,,,Stormveil Castle,Limgrave,14
19/11/2022 20:55,grace ahead,[' ahead'],grace,,,,,Stormveil Castle,Limgrave,9
19/11/2022 20:55,didn't expect lever...,"[""didn't expect "", '...']",lever,,,,,Stormveil Castle,Limgrave,6
19/11/2022 20:55,try luring out,['try '],luring out,,,,,Stormveil Castle,Limgrave,2
19/11/2022 20:55,slashing ahead,[' ahead'],slashing,,,,,Stormveil Castle,Limgrave,0
19/11/2022 21:06,magic but hole!,,magic, but ,['!'],hole,The Ring,Stormhill,Limgrave,69
19/11/2022 21:06,didn't expect light...,"[""didn't expect "", '...']",light,,,,Nod In Thought,Stormveil Castle,Limgrave,25
19/11/2022 21:06,right,,right,,,,,Stormveil Castle,Limgrave,14
19/11/2022 21:06,"praise the death!, dog!",['praise the '],death,",",['!'],dog,Jump for Joy,Stormveil Castle,Limgrave,13
19/11/2022 21:06,seek tree,['seek '],tree,,,,,Stormhill,Limgrave,9
19/11/2022 21:06,"behold, fort! but first off, death","['behold, ', '!']",fort, but ,"['first off, ']",death,,Stormhill,Limgrave,9
19/11/2022 21:06,knight ahead,[' ahead'],knight,,,,,Stormveil Castle,Limgrave,6
19/11/2022 21:06,try target lock,['try '],target lock,,,,,Stormveil Castle,Limgrave,4
19/11/2022 21:06,try down,['try '],down,,,,,Stormhill,Limgrave,4
19/11/2022 21:06,no circling around ahead all the more try archer,"['no ', ' ahead']",circling around, all the more ,['try '],archer,Nod In Thought,Stormhill,Limgrave,3
19/11/2022 21:13,"ahh, erdtree..., likely something incredible","['ahh, ', '...']",erdtree,",",['likely '],something incredible,Point Upwards,Stormhill,Limgrave,188
19/11/2022 21:13,likely arms but could this be a legs?,['likely '],arms, but ,"['could this be a ', '?']",legs,What Do You Want?,Stormhill,Limgrave,71
19/11/2022 21:13,right,,right,,,,,Stormhill,Limgrave,30
19/11/2022 21:13,praise the jumping!,['praise the '],jumping,,,,Point Forwards,Stormveil Castle,Limgrave,6
19/11/2022 21:13,liar ahead,[' ahead'],liar,,,,,Stormhill,Limgrave,2
19/11/2022 21:13,visions of tree...,"['visions of ', '...']",tree,,,,,Stormhill,Limgrave,1
19/11/2022 21:13,no liar ahead,"['no ', ' ahead']",liar,,,,Bravo!,Stormhill,Limgrave,1
19/11/2022 21:13,running required ahead,[' required ahead'],running,,,,Point Forwards,Stormveil Castle,Limgrave,0
19/11/2022 21:13,"first off, revenge","['first off, ']",revenge,,,,,Stormveil Castle,Limgrave,0
19/11/2022 21:13,be wary of bird,['be wary of '],bird,,,,Point Upwards,Stormveil Castle,Limgrave,0
19/11/2022 21:20,ladder! therefore praise the circling around!,['!'],ladder, therefore ,['praise the '],circling around,,Stormveil Castle,Limgrave,17
19/11/2022 21:20,ladder ahead,[' ahead'],ladder,,,,,Stormveil Castle,Limgrave,15
19/11/2022 21:20,be wary of ambush,['be wary of '],ambush,,,,,Stormveil Castle,Limgrave,3
19/11/2022 21:20,be wary of left,['be wary of '],left,,,,,Stormveil Castle,Limgrave,2
19/11/2022 21:20,friend ahead,[' ahead'],friend,,,,,Stormveil Castle,Limgrave,2
19/11/2022 21:20,be wary of love,['be wary of '],love,,,,Warm Welcome,Stormveil Castle,Limgrave,1
19/11/2022 21:20,good sort ahead all the more do it!!,[' ahead'],good sort, all the more ,['!'],do it!,Point Downwards,Stormveil Castle,Limgrave,1
19/11/2022 21:20,likely secret passage or hiding place ahead,['likely '],secret passage, or ,[' ahead'],hiding place,Nod In Thought,Stormveil Castle,Limgrave,0
19/11/2022 21:24,time for revenge,['time for '],revenge,,,,Point Forwards,Stormveil Castle,Limgrave,27
19/11/2022 21:24,praise the fire!,['praise the '],fire,,,,,Stormveil Castle,Limgrave,26
19/11/2022 21:24,be wary of left,['be wary of '],left,,,,Wait!,Stormveil Castle,Limgrave,19
19/11/2022 21:24,be wary of coffin,['be wary of '],coffin,,,,,Stormveil Castle,Limgrave,12
19/11/2022 21:24,seek here!,['seek '],here!,,,,Point Upwards,Stormveil Castle,Limgrave,2
19/11/2022 21:24,key ahead,[' ahead'],key,,,,Point Downwards,Stormveil Castle,Limgrave,1
19/11/2022 21:24,"ahh, grace...","['ahh, ', '...']",grace,,,,Prayer,Stormveil Castle,Limgrave,1
19/11/2022 21:24,visions of god...,"['visions of ', '...']",god,,,,,Stormveil Castle,Limgrave,0
19/11/2022 21:37,i did it!!,['!'],i did it!,,,,,Stormveil Castle,Limgrave,170
19/11/2022 21:37,praise the elden ring!,['praise the '],elden ring,,,,,Stormveil Castle,Limgrave,13
19/11/2022 21:37,monstrosity ahead,[' ahead'],monstrosity,,,,,Stormveil Castle,Limgrave,8
19/11/2022 21:37,try door,['try '],door,,,,,Stormveil Castle,Limgrave,5
19/11/2022 21:37,be wary of rushing in,['be wary of '],rushing in,,,,,Stormveil Castle,Limgrave,3
19/11/2022 21:37,no boss ahead but pair ahead,"['no ', ' ahead']",boss, but ,[' ahead'],pair,,Stormveil Castle,Limgrave,2
19/11/2022 21:37,lift ahead,[' ahead'],lift,,,,Point Forwards,Stormveil Castle,Limgrave,1
19/11/2022 21:37,grace ahead,[' ahead'],grace,,,,Point Forwards,Stormveil Castle,Limgrave,0
19/11/2022 21:51,precious item ahead therefore seek right,[' ahead'],precious item, therefore ,['seek '],right,Point Forwards,Stormveil Castle,Limgrave,13
19/11/2022 21:51,seek grass,['seek '],grass,,,,,Stormveil Castle,Limgrave,12
19/11/2022 21:51,item ahead,[' ahead'],item,,,,,Stormveil Castle,Limgrave,7
19/11/2022 21:51,be wary of too high up,['be wary of '],too high up,,,,,Stormveil Castle,Limgrave,3
19/11/2022 21:51,time for give up,['time for '],give up,,,,,Stormveil Castle,Limgrave,2
19/11/2022 21:51,"ahh, it's like a dream......","['ahh, ', '...']",it's like a dream...,,,,,Stormveil Castle,Limgrave,2
19/11/2022 21:51,likely too high up,['likely '],too high up,,,,,Stormveil Castle,Limgrave,0
19/11/2022 21:59,"dog?, ahh, dog...",['?'],dog,",","['ahh, ', '...']",dog,Point Forwards,Stormveil Castle,Limgrave,39
19/11/2022 21:59,precious item ahead,[' ahead'],precious item,,,,,Stormveil Castle,Limgrave,27
19/11/2022 21:59,slug ahead,[' ahead'],slug,,,,,Stormveil Castle,Limgrave,9
19/11/2022 21:59,try up,['try '],up,,,,Point Upwards,Stormveil Castle,Limgrave,7
19/11/2022 21:59,fingers required ahead,[' required ahead'],fingers,,,,Point Upwards,Stormveil Castle,Limgrave,4
19/11/2022 21:59,try ranged battle,['try '],ranged battle,,,,,Stormveil Castle,Limgrave,3
19/11/2022 21:59,chaos ahead,[' ahead'],chaos,,,,,Stormveil Castle,Limgrave,0
19/11/2022 21:59,visions of jumping... therefore be wary of striking,"['visions of ', '...']",jumping, therefore ,['be wary of '],striking,Desperate Prayer,Stormveil Castle,Limgrave,0
19/11/2022 21:59,bravery ahead,[' ahead'],bravery,,,,,Stormveil Castle,Limgrave,0
19/11/2022 22:03,why is it always hidden path?,"['why is it always', '?']",hidden path,,,,,Stormveil Castle,Limgrave,24
19/11/2022 22:03,no precious item ahead,"['no ', ' ahead']",precious item,,,,,Stormveil Castle,Limgrave,22
19/11/2022 22:03,well done!,['!'],well done,,,,,Stormveil Castle,Limgrave,21
19/11/2022 22:03,"first off, bird and then time for knight","['first off, ']",bird, and then ,['time for '],knight,Nod In Thought,Stormveil Castle,Limgrave,14
19/11/2022 22:03,"behold, ranged battle!","['behold, ', '!']",ranged battle,,,,,Stormveil Castle,Limgrave,10
19/11/2022 22:03,jumping required ahead,[' required ahead'],jumping,,,,,Stormveil Castle,Limgrave,6
19/11/2022 22:03,jumping ahead,[' ahead'],jumping,,,,Point Forwards,Stormveil Castle,Limgrave,1
19/11/2022 22:03,"behold, item crafting!","['behold, ', '!']",item crafting,,,,,Stormveil Castle,Limgrave,0
19/11/2022 22:05,"behold, abundance! therefore time for plump sort","['behold, ', '!']",abundance, therefore ,['time for '],plump sort,Warm Welcome,Stormveil Castle,Limgrave,130
19/11/2022 22:05,"try right and then flower, o flower",['try '],right, and then ,"[', o ']",flower,,Stormveil Castle,Limgrave,63
19/11/2022 22:05,be wary of right,['be wary of '],right,,,,,Stormveil Castle,Limgrave,26
19/11/2022 22:05,try right,['try '],right,,,,,Stormveil Castle,Limgrave,20
19/11/2022 22:05,group ahead,[' ahead'],group,,,,,Stormveil Castle,Limgrave,17
19/11/2022 22:05,i did it!,,i did it!,,,,,Stormveil Castle,Limgrave,12
19/11/2022 22:05,"behold, rolling!","['behold, ', '!']",rolling,,,,,Stormveil Castle,Limgrave,5
19/11/2022 22:05,behind...,['...'],behind,,,,,Stormveil Castle,Limgrave,3
19/11/2022 22:05,dastard ahead,[' ahead'],dastard,,,,,Stormveil Castle,Limgrave,1
19/11/2022 22:08,don't give up!,['!'],don't give up,,,,,Stormveil Castle,Limgrave,190
19/11/2022 22:08,"didn't expect house..., shield","[""didn't expect "", '...']",house,",",,shield,,Stormveil Castle,Limgrave,78
19/11/2022 22:08,seems familiar...,['...'],seems familiar…,,,,Point Forwards,Stormveil Castle,Limgrave,74
19/11/2022 22:08,dung ahead,[' ahead'],dung,,,,,Stormveil Castle,Limgrave,48
19/11/2022 22:08,visions of something incredible...,"['visions of ', '...']",something incredible,,,,,Stormveil Castle,Limgrave,35
19/11/2022 22:08,futility ahead,[' ahead'],futility,,,,,Stormveil Castle,Limgrave,8
19/11/2022 22:08,jumping,,jumping,,,,,Stormveil Castle,Limgrave,8
19/11/2022 22:08,try jumping,['try '],jumping,,,,Point Forwards,Stormveil Castle,Limgrave,2
19/11/2022 22:10,be wary of up,['be wary of '],up,,,,,Stormveil Castle,Limgrave,52
19/11/2022 22:10,be wary of bird,['be wary of '],bird,,,,,Stormveil Castle,Limgrave,31
19/11/2022 22:10,be wary of beast,['be wary of '],beast,,,,,Stormveil Castle,Limgrave,30
19/11/2022 22:10,be wary of liar so to speak no item ahead,['be wary of '],liar, so to speak ,"['no ', ' ahead']",item,Point Downwards,Stormveil Castle,Limgrave,20
19/11/2022 22:10,time for rat,['time for '],rat,,,,,Stormveil Castle,Limgrave,16
19/11/2022 22:10,try right,['try '],right,,,,,Stormveil Castle,Limgrave,11
19/11/2022 22:10,strong foe ahead,[' ahead'],strong foe,,,,,Stormveil Castle,Limgrave,2
19/11/2022 22:10,hole,,hole,,,,,Stormveil Castle,Limgrave,1
19/11/2022 22:10,why is it always dung?,"['why is it always', '?']",dung,,,,,Stormveil Castle,Limgrave,0
19/11/2022 22:10,"first off, death","['first off, ']",death,,,,,Stormveil Castle,Limgrave,0
19/11/2022 22:19,still no elden ring...,"['still no ', '...']",elden ring,,,,,Stormveil Castle,Limgrave,148
19/11/2022 22:19,"seems familiar…..., didn't expect underground...",['...'],seems familiar…,",","[""didn't expect "", '...']",underground,,Stormveil Castle,Limgrave,79
19/11/2022 22:19,be wary of ahead so to speak strong foe ahead,['be wary of '],ahead, so to speak ,[' ahead'],strong foe,,Stormveil Castle,Limgrave,54
19/11/2022 22:19,if only i had a ladder...,"['if only I had a ', '...']",ladder,,,,,Stormveil Castle,Limgrave,19
19/11/2022 22:19,rat ahead,[' ahead'],rat,,,,Point Forwards,Stormveil Castle,Limgrave,10
19/11/2022 22:19,boss ahead,[' ahead'],boss,,,,,Stormveil Castle,Limgrave,10
19/11/2022 22:19,monster ahead,[' ahead'],monster,,,,Grovel for Mercy,Stormveil Castle,Limgrave,3
19/11/2022 22:23,"victory, o victory","[', o ']",victory,,,,,Stormveil Castle,Limgrave,17
19/11/2022 22:23,head,,head,,,,,Stormveil Castle,Limgrave,8
19/11/2022 22:23,time for suffering,['time for '],suffering,,,,,Stormveil Castle,Limgrave,4
19/11/2022 22:23,well done!,['!'],well done,,,,,Stormveil Castle,Limgrave,3
19/11/2022 22:23,no boss ahead,"['no ', ' ahead']",boss,,,,,Stormveil Castle,Limgrave,2
19/11/2022 22:23,"behold, lovable sort!","['behold, ', '!']",lovable sort,,,,Bravo!,Stormveil Castle,Limgrave,0
19/11/2022 22:23,"behold, something!","['behold, ', '!']",something,,,,,Stormveil Castle,Limgrave,0
19/11/2022 22:23,death!,['!'],death,,,,,Stormveil Castle,Limgrave,0
19/11/2022 22:24,time for victory,['time for '],victory,,,,,Stormveil Castle,Limgrave,18
19/11/2022 22:24,left! all the more precious item ahead,['!'],left, all the more ,[' ahead'],precious item,Point Forwards,Stormveil Castle,Limgrave,10
19/11/2022 22:24,well done and then praise the tarnished!,,well done, and then ,['praise the '],tarnished,Triumphant Delight,Stormveil Castle,Limgrave,8
19/11/2022 22:24,safety ahead,[' ahead'],safety,,,,,Stormveil Castle,Limgrave,8
19/11/2022 22:24,offer elden ring,['offer '],elden ring,,,,,Stormveil Castle,Limgrave,6
19/11/2022 22:24,"liar, o liar","[', o ']",liar,,,,,Stormveil Castle,Limgrave,5
19/11/2022 22:24,head?,['?'],head,,,,,Stormveil Castle,Limgrave,4
19/11/2022 22:24,"first off, just getting started","['first off, ']",just getting started,,,,,Stormveil Castle,Limgrave,1
19/11/2022 22:24,"you don't have the right, o you don't have the right","[', o ']",you don't have the right,,,,Point Downwards,Stormveil Castle,Limgrave,0
19/11/2022 22:24,liar ahead,[' ahead'],liar,,,,,Stormveil Castle,Limgrave,0
19/11/2022 22:26,"first off, well done all the more seek elden ring","['first off, ']",well done, all the more ,['seek '],elden ring,,Stormveil Castle,Limgrave,9999
19/11/2022 22:26,"praise the message! and then behold, secret passage!",['praise the '],message, and then ,"['behold, ', '!']",secret passage,,Stormveil Castle,Limgrave,1121
19/11/2022 22:26,"first off, give up or seek pickle","['first off, ']",give up, or ,['seek '],pickle,,Stormveil Castle,Limgrave,29
19/11/2022 22:26,no pickle ahead,"['no ', ' ahead']",pickle,,,,,Stormveil Castle,Limgrave,21
19/11/2022 22:26,try attacking,['try '],attacking,,,,,Stormveil Castle,Limgrave,11
19/11/2022 22:26,"dark, high spot ahead",,dark,",",[' ahead'],high spot,Point Upwards,Stormveil Castle,Limgrave,11
19/11/2022 22:26,why is it always so lonely...?,"['why is it always', '?']",so lonely...,,,,,Stormveil Castle,Limgrave,0
19/11/2022 22:27,i did it!,,i did it!,,,,,Liurnia of the Lakes,Liurnia of the Lakes,13
19/11/2022 22:27,"fort, night",,fort,",",,night,,Liurnia of the Lakes,Liurnia of the Lakes,11
19/11/2022 22:27,madness ahead,[' ahead'],madness,,,,,Liurnia of the Lakes,Liurnia of the Lakes,3
20/11/2022 15:47,time for rain,['time for '],rain,,,,,Liurnia of the Lakes,Liurnia of the Lakes,68
20/11/2022 15:47,"old codger ahead, still no sleep...",[' ahead'],old codger,",","['still no ', '...']",sleep,,Liurnia of the Lakes,Liurnia of the Lakes,40
20/11/2022 15:47,tear ahead,[' ahead'],tear,,,,,Liurnia of the Lakes,Liurnia of the Lakes,38
20/11/2022 15:47,likely fire,['likely '],fire,,,,,Liurnia of the Lakes,Liurnia of the Lakes,29
20/11/2022 15:47,time for calmness,['time for '],calmness,,,,Rest,Liurnia of the Lakes,Liurnia of the Lakes,22
20/11/2022 15:47,seems familiar...,['...'],seems familiar…,,,,,Liurnia of the Lakes,Liurnia of the Lakes,20
20/11/2022 15:47,sadness ahead,[' ahead'],sadness,,,,,Church of Irith,Liurnia of the Lakes,19
20/11/2022 15:47,no horse ahead,"['no ', ' ahead']",horse,,,,,Liurnia of the Lakes,Liurnia of the Lakes,15
20/11/2022 15:47,try horse,['try '],horse,,,,,Liurnia of the Lakes,Liurnia of the Lakes,10
20/11/2022 15:47,visions of tarnished...,"['visions of ', '...']",tarnished,,,,Point Forwards,Liurnia of the Lakes,Liurnia of the Lakes,1
20/11/2022 15:52,be wary of up,['be wary of '],up,,,,,Liurnia of the Lakes,Liurnia of the Lakes,29
20/11/2022 15:52,time for undead and then seek armament,['time for '],undead, and then ,['seek '],armament,,Liurnia of the Lakes,Liurnia of the Lakes,15
20/11/2022 15:52,"first off, weak foe","['first off, ']",weak foe,,,,Dejection,Liurnia of the Lakes,Liurnia of the Lakes,7
20/11/2022 15:52,try luring out,['try '],luring out,,,,,Liurnia of the Lakes,Liurnia of the Lakes,4
20/11/2022 15:52,strong foe ahead and then no precious item ahead,[' ahead'],strong foe, and then ,"['no ', ' ahead']",precious item,Dejection,Liurnia of the Lakes,Liurnia of the Lakes,4
20/11/2022 15:52,mountain ahead,[' ahead'],mountain,,,,,Liurnia of the Lakes,Liurnia of the Lakes,4
20/11/2022 15:52,message!,['!'],message,,,,,Liurnia of the Lakes,Liurnia of the Lakes,3
20/11/2022 15:52,no precious item ahead,"['no ', ' ahead']",precious item,,,,,Liurnia of the Lakes,Liurnia of the Lakes,1
20/11/2022 15:52,"behold, suffering!","['behold, ', '!']",suffering,,,,,Liurnia of the Lakes,Liurnia of the Lakes,0
20/11/2022 15:52,let there be armament,['let there be '],armament,,,,,Liurnia of the Lakes,Liurnia of the Lakes,0
20/11/2022 15:54,could this be a message?,"['could this be a ', '?']",message,,,,,Liurnia of the Lakes,Liurnia of the Lakes,54
20/11/2022 15:54,item ahead,[' ahead'],item,,,,,Liurnia of the Lakes,Liurnia of the Lakes,53
20/11/2022 15:54,message...,['...'],message,,,,,Liurnia of the Lakes,Liurnia of the Lakes,19
20/11/2022 15:54,could this be a item?,"['could this be a ', '?']",item,,,,,Liurnia of the Lakes,Liurnia of the Lakes,12
20/11/2022 15:54,"first off, tarnished","['first off, ']",tarnished,,,,,Liurnia of the Lakes,Liurnia of the Lakes,10
20/11/2022 15:54,if only i had a lover...,"['if only I had a ', '...']",lover,,,,,Liurnia of the Lakes,Liurnia of the Lakes,9
20/11/2022 15:54,praise the fort!,['praise the '],fort,,,,,Liurnia of the Lakes,Liurnia of the Lakes,5
20/11/2022 15:54,beautiful... ahead,[' ahead'],beautiful...,,,,,Liurnia of the Lakes,Liurnia of the Lakes,3
20/11/2022 15:54,time for critical hit,['time for '],critical hit,,,,Rest,Liurnia of the Lakes,Liurnia of the Lakes,3
20/11/2022 15:54,visions of do it!...,"['visions of ', '...']",do it!,,,,,Liurnia of the Lakes,Liurnia of the Lakes,2
20/11/2022 16:02,precious item ahead,[' ahead'],precious item,,,,,Liurnia of the Lakes,Liurnia of the Lakes,75
20/11/2022 16:02,group ahead and then precious item!,[' ahead'],group, and then ,['!'],precious item,Point Forwards,Liurnia of the Lakes,Liurnia of the Lakes,56
20/11/2022 16:02,try target lock,['try '],target lock,,,,,Liurnia of the Lakes,Liurnia of the Lakes,35
20/11/2022 16:02,stomach required ahead,[' required ahead'],stomach,,,,,Liurnia of the Lakes,Liurnia of the Lakes,25
20/11/2022 16:02,checkpoint ahead,[' ahead'],checkpoint,,,,Point Forwards,Liurnia of the Lakes,Liurnia of the Lakes,24
20/11/2022 16:02,seek light in short try merchant,['seek '],light, in short ,['try '],merchant,Nod In Thought,Liurnia of the Lakes,Liurnia of the Lakes,23
20/11/2022 16:02,pair ahead,[' ahead'],pair,,,,,Liurnia of the Lakes,Liurnia of the Lakes,9
20/11/2022 16:02,be wary of up,['be wary of '],up,,,,,Liurnia of the Lakes,Liurnia of the Lakes,8
20/11/2022 16:02,still no hope...,"['still no ', '...']",hope,,,,,Liurnia of the Lakes,Liurnia of the Lakes,6
20/11/2022 16:10,grace ahead,[' ahead'],grace,,,,,Liurnia of the Lakes,Liurnia of the Lakes,30
20/11/2022 16:10,necessary item required ahead therefore seek lake,[' required ahead'],necessary item, therefore ,['seek '],lake,Finger Snap,Liurnia of the Lakes,Liurnia of the Lakes,15
20/11/2022 16:10,try brief respite,['try '],brief respite,,,,,Laskyar Ruins,Liurnia of the Lakes,10
20/11/2022 16:10,shortcut ahead but visions of sorcerer...,[' ahead'],shortcut, but ,"['visions of ', '...']",sorcerer,Erudition,Laskyar Ruins,Liurnia of the Lakes,5
20/11/2022 16:10,ahead!,['!'],ahead,,,,,Liurnia of the Lakes,Liurnia of the Lakes,5
20/11/2022 16:10,house ahead,[' ahead'],house,,,,,Liurnia of the Lakes,Liurnia of the Lakes,3
20/11/2022 16:10,seek key,['seek '],key,,,,,Liurnia of the Lakes,Liurnia of the Lakes,2
20/11/2022 16:20,time for old codger,['time for '],old codger,,,,,Liurnia of the Lakes,Liurnia of the Lakes,72
20/11/2022 16:20,be wary of old codger,['be wary of '],old codger,,,,Dejection,Liurnia of the Lakes,Liurnia of the Lakes,56
20/11/2022 16:20,striking?,['?'],striking,,,,,Liurnia of the Lakes,Liurnia of the Lakes,31
20/11/2022 16:20,cave ahead,[' ahead'],cave,,,,Point Forwards,Liurnia of the Lakes,Liurnia of the Lakes,27
20/11/2022 16:20,"first off, look carefully, cave ahead","['first off, ']",look carefully,",",[' ahead'],cave,Point Forwards,Liurnia of the Lakes,Liurnia of the Lakes,11
20/11/2022 16:20,i did it!,,i did it!,,,,,Liurnia of the Lakes,Liurnia of the Lakes,9
20/11/2022 16:20,visions of something incredible...,"['visions of ', '...']",something incredible,,,,,Liurnia of the Lakes,Liurnia of the Lakes,7
20/11/2022 16:20,praise the dog!,['praise the '],dog,,,,Heartening Cry,Liurnia of the Lakes,Liurnia of the Lakes,2
20/11/2022 16:20,seek cave therefore try south,['seek '],cave, therefore ,['try '],south,Point Forwards,Liurnia of the Lakes,Liurnia of the Lakes,1
20/11/2022 16:20,try rushing in,['try '],rushing in,,,,,Liurnia of the Lakes,Liurnia of the Lakes,1
20/11/2022 16:21,could this be a cave?,"['could this be a ', '?']",cave,,,,Point Forwards,Liurnia of the Lakes,Liurnia of the Lakes,68
20/11/2022 16:21,could this be a cave?,"['could this be a ', '?']",cave,,,,,Liurnia of the Lakes,Liurnia of the Lakes,68
20/11/2022 16:21,tunnel ahead and then seek dog,[' ahead'],tunnel, and then ,['seek '],dog,Point Forwards,Liurnia of the Lakes,Liurnia of the Lakes,24
20/11/2022 16:21,praise the old codger! but hole!,['praise the '],old codger, but ,['!'],hole,,Liurnia of the Lakes,Liurnia of the Lakes,6
20/11/2022 16:21,joy!,['!'],joy,,,,,Liurnia of the Lakes,Liurnia of the Lakes,2
20/11/2022 16:21,grass ahead,[' ahead'],grass,,,,,Lakeside Crystal Cave,Liurnia of the Lakes,2
20/11/2022 16:21,"behold, cave!","['behold, ', '!']",cave,,,,Triumphant Delight,Liurnia of the Lakes,Liurnia of the Lakes,1
20/11/2022 16:21,try stealth,['try '],stealth,,,,,Liurnia of the Lakes,Liurnia of the Lakes,1
20/11/2022 19:56,try down,['try '],down,,,,What Do You Want?,Lakeside Crystal Cave,Liurnia of the Lakes,53
20/11/2022 19:56,still no hidden path...,"['still no ', '...']",hidden path,,,,,Lakeside Crystal Cave,Liurnia of the Lakes,35
20/11/2022 19:56,treasure chest ahead,[' ahead'],treasure chest,,,,,Lakeside Crystal Cave,Liurnia of the Lakes,15
20/11/2022 19:56,still no not here!...,"['still no ', '...']",not here!,,,,,Lakeside Crystal Cave,Liurnia of the Lakes,15
20/11/2022 19:56,demi-human ahead,[' ahead'],demi-human,,,,,Lakeside Crystal Cave,Liurnia of the Lakes,8
20/11/2022 19:56,defeating one-by-one required ahead,[' required ahead'],defeating one-by-one,,,,,Lakeside Crystal Cave,Liurnia of the Lakes,5
20/11/2022 19:56,target lock required ahead,[' required ahead'],target lock,,,,,Lakeside Crystal Cave,Liurnia of the Lakes,2
20/11/2022 19:56,be wary of ambush,['be wary of '],ambush,,,,,Lakeside Crystal Cave,Liurnia of the Lakes,1
